distance,elevation,dhdt,error,v,smb
126300,39.43668779,0.076304526,0.273933525,634.1417136,290.6051254
126450,39.43694197,0.083347229,0.217696614,634.1417136,289.3363647
126600,39.46595521,0.097328863,0.175161392,634.3382105,288.376573
126750,39.46296149,0.089890081,0.231564818,634.4072211,288.0394897
126900,39.42793225,0.078691701,0.308876,635.4226663,286.2066513
127050,39.39481413,0.070475021,0.355126125,635.5671555,285.9996338
127200,39.31664191,0.07,0.368902621,635.5681749,284.7108397
127350,39.20362408,0.076597606,0.409257307,635.5681749,284.6887512
127500,39.12259182,0.096990623,0.419542215,635.568931,282.6185608
127650,39.08601172,0.118208637,0.307598739,635.871558,282.6143801
127800,39.09433294,0.122962408,0.230303769,637.2370534,280.5299683
127950,39.10182402,0.115748026,0.259351959,637.2370534,280.362184
128100,39.13378375,0.093479952,0.224372608,637.3686039,279.194397
128250,39.13515358,0.092723109,0.206119826,637.5209461,278.8494246
128400,39.09715441,0.110476929,0.20456,637.5209461,277.7479032
128550,39.0341492,0.124704761,0.204382475,638.2176,276.4507163
128700,38.94864966,0.124049637,0.288066618,639.1723364,275.3602219
128850,38.87162624,0.097007125,0.406999293,639.1723364,274.1048579
129000,38.86649374,0.08792085,0.477067181,639.1723364,273.5821533
129150,38.91563282,0.097535906,0.60097891,639.3658421,272.0938835
129300,38.96132035,0.111940556,0.67981005,640.3210598,271.4187012
129450,38.98531269,0.11747607,0.703037281,640.4759656,271.4187012
129600,38.94840124,0.129282396,0.859722174,640.4759656,270.2312285
129750,38.85168564,0.171251164,1.441422226,641.3288683,269.3362335
129900,38.77593924,0.221111217,1.809999583,641.3532003,267.8574524
130050,38.767,0.241999027,1.8,641.3532003,267.8574524
130200,38.78093486,0.251991754,1.8,642.5557179,265.6537385
130350,38.78190934,0.207029089,1.564747769,643.1326869,265.6376874
130500,38.76800588,0.136126861,0.894396154,643.1326869,264.1992411
130650,38.74042973,0.118652928,0.370902307,643.1326869,263.202475
130800,38.69212631,0.134615237,0.290386,643.2518297,262.0260315
130950,38.62057508,0.150881153,0.316343946,644.5045665,261.6670033
131100,38.54725775,0.163528395,0.41279435,644.5045665,259.7777405
131250,38.46872427,0.169566401,0.43,644.6292665,259.4275585
131400,38.40507636,0.17000609,0.433371093,644.9043491,258.0249233
131550,38.36205058,0.161705172,0.42715749,644.9043491,256.8351799
131700,38.34691376,0.143459777,0.34759593,645.2910601,256.0941772
131850,38.35731864,0.12263271,0.302519432,646.082192,254.8455329
132000,38.41060122,0.11385101,0.314080831,646.1596965,253.8070526
132150,38.47167616,0.115889198,0.348957029,646.1596965,253.8070526
132300,38.47437713,0.12123996,0.393476854,646.1596965,252.0159239
132450,38.40863328,0.130015222,0.370496008,647.2283791,251.5058594
132600,38.26763631,0.141379899,0.306038719,647.3626144,250.2771009
132750,38.10227783,0.142997698,0.281250298,647.3626144,249.23521
132900,37.98681381,0.134109208,0.210714386,647.3626144,247.7579903
133050,38.00204327,0.137008669,0.239999332,647.9859425,247.7451016
133200,38.08265888,0.159954662,0.140214773,648.9311,245.4138008
133350,38.16675665,0.157,0.14062998,648.9325719,245.3859479
133500,38.21289651,0.157064045,0.222404661,648.9353055,243.059845
133650,38.18439896,0.168412624,0.249304709,649.2271485,243.003274
133800,38.10308815,0.178449615,0.227070847,649.2271485,241.462235
133950,38.04331766,0.191735534,0.210338758,649.3205523,240.4403758
134100,38.03413693,0.205879591,0.221984891,650.4273311,239.2304993
134250,38.04035679,0.212912385,0.308039146,650.4273311,239.210723
134400,37.94753304,0.196088586,0.539692991,650.4273311,237.2299387
134550,37.85484173,0.164798621,0.678474306,650.8506484,236.8504181
134700,37.80893668,0.138974612,0.630000028,650.8726301,235.37677
134850,37.681326,0.112718524,0.659944499,650.8726301,235.37677
135000,37.14032657,0.053521759,1.330936799,651.7641337,233.2658275
135150,36.56842985,0.00050569,1.720952266,652.1448686,231.6250938
135300,36.48451303,0.001512442,1.797473441,652.1674645,231.5005951
135450,36.53146391,0.005165194,1.786449719,652.1674645,229.3181107
135600,36.8586308,0.026620624,1.633048177,652.1674645,229.0859528
135750,37.52072945,0.074039656,1.089527667,652.8595568,228.2715824
135900,37.72361486,0.063060878,0.805548308,652.8809933,226.7064371
136050,37.53377726,0.043594635,0.807596275,652.8809933,226.6618347
136200,37.29768536,0.091944226,1.257507293,652.8809933,224.2418087
136350,37.08527964,0.137845188,1.459873872,654.7424189,224.228775
136500,36.96441213,0.140994274,1.405592394,654.7448048,222.6504239
136650,36.95525279,0.139446809,1.328880539,654.7618983,221.661152
136800,37.04071038,0.108010487,1.077175881,655.4178106,220.2881165
136950,37.12296979,0.073145261,0.752611876,655.4206545,220.2826444
137100,37.1917535,0.083486688,0.909177,655.5911275,219.9170897
137250,37.25709328,0.110467214,1.215611106,655.9247827,219.0467869
137400,37.30947856,0.154525639,1.542743736,656.280975,217.7672557
137550,37.33939875,0.216100763,1.76140443,656.5190597,216.1740156
137700,37.21465132,0.348994802,1.695248558,656.5502945,213.788238
137850,37.12181994,0.346087482,1.595086132,656.6053421,212.0959232
138000,37.04252133,0.338236371,1.511623117,656.7527437,210.6111667
138150,36.97517167,0.326027873,1.442373139,656.9795935,209.3085702
138300,36.91818713,0.310048396,1.384849824,657.2729862,208.1627357
138450,36.86998391,0.290884346,1.336566798,657.6200162,207.1482651
138600,36.82897819,0.269122129,1.295037689,658.0077778,206.2397602
138750,36.79358615,0.245348151,1.257776122,658.4233655,205.4118228
138900,36.76222396,0.22014882,1.222295724,658.8538738,204.6390549
139050,36.73330782,0.19411054,1.186110121,659.2863971,203.8960582
139200,36.70525391,0.167819718,1.146732939,659.7080298,203.1574347
139350,36.67647841,0.141862761,1.101677806,660.1058665,202.3977863
139500,36.6453975,0.116826075,1.048458346,660.4670015,201.5917146
139650,36.61042737,0.093296066,0.984588187,660.7785293,200.7138218
139800,36.5699842,0.071859141,0.907580956,661.0275443,199.7387095
139950,36.52248417,0.053101705,0.814950277,661.2011409,198.6409797
140100,36.46634346,0.037610166,0.704209778,661.2864137,197.3952342
140250,36.39464102,0.025014984,0.460074904,661.293006,195.7635694
140400,36.27931669,0.047774168,0.360033288,661.6750355,194.7018243
140550,36.16460629,0.118437253,0.332252817,661.7618879,193.1358138
140700,36.10601436,0.088157149,0.353517622,661.7618879,192.9050598
